data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,LENC-CART:4_f,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,QUANTILE-RIPPERexception,QUANTILE-BRCGexception,LENC-CART:*exception,TREES2-BRCG2exception,TREES-BRCG2exception,TREES-BRCGexception,LENC-CART:4exception,NATIVE-RIPPERexception,NATIVE-RIPPER2exception,NATIVE-RIPPER3exception,TREES-RIPPERexception
heloc,10459,24,23,0,5000,0.4781,credit,organic,23.0,0.37,0.71,0.42,0.68,0.71,0.69,0.69,0.02,0.71,0.42,0.64,0.72,0.66,0.68,26.0,154.0,6.0,5.92,0.05,0.65,0.3,0.62,0.64,0.62,0.63,646.0,9161.0,31.0,14.18,26.0,2.08,0.71,0.42,0.66,0.71,0.67,0.68,2.0,5.0,3.0,2.5,23.0,0.89,0.7,0.39,0.7,0.68,0.69,0.69,14.0,63.0,9.0,4.5,1.26,0.71,0.41,0.72,0.68,0.71,0.7,21.0,109.0,9.0,5.19,1.27,0.71,0.41,0.72,0.68,0.71,0.7,21.0,109.0,9.0,5.19,0.12,0.7,0.39,0.58,0.73,0.61,0.65,1.0,2.0,2.0,2.0,3.54,0.71,0.42,0.66,0.71,0.67,0.68,2.0,5.0,3.0,2.5,48.0,8.81,0.71,0.42,0.65,0.72,0.66,0.68,2.0,6.0,4.0,3.0,3.76,0.71,0.42,0.66,0.71,0.67,0.68,2.0,5.0,3.0,2.5,312.0,26.8,0.7,0.39,0.67,0.69,0.67,0.68,1.0,2.0,2.0,2.0,44.79,0.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.7,0.39,0.59,0.73,0.62,0.65,2.0,5.0,4.0,2.5,4.3,0.71,0.42,0.72,0.68,0.71,0.7,15.0,81.0,8.0,5.4,8.43,0.7,0.39,0.67,0.69,0.67,0.68,1.0,2.0,2.0,2.0,0.4,0.7,0.39,0.58,0.73,0.61,0.65,1.0,2.0,2.0,2.0,3.17,0.69,0.39,0.71,0.67,0.7,0.69,1.0,3.0,3.0,3.0,0.67,0.07,0.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.71,0.42,0.62,0.74,0.64,8.0,32.0,4.0,4.0,,,,,,,,,,,
telco_churn,3333,20,16,3,483,0.1449,churn,organic,19.0,0.13,0.95,0.71,0.72,0.95,0.75,0.82,0.01,0.93,0.6,0.61,0.88,0.65,0.72,15.0,81.0,6.0,5.4,0.02,0.91,0.62,0.67,0.68,0.67,0.68,66.0,661.0,17.0,10.02,24.0,0.8,0.92,0.53,0.54,0.88,0.59,0.67,3.0,9.0,4.0,3.0,19.0,0.17,0.95,0.7,0.71,0.91,0.74,0.8,9.0,29.0,4.0,3.22,0.21,0.94,0.7,0.72,0.87,0.74,0.79,10.0,34.0,5.0,3.4,0.21,0.94,0.7,0.72,0.87,0.74,0.79,10.0,34.0,5.0,3.4,0.06,0.89,0.28,0.29,0.86,0.34,0.44,2.0,4.0,2.0,2.0,2.65,0.93,0.56,0.57,0.87,0.61,0.69,4.0,12.0,4.0,3.0,40.0,3.25,0.94,0.66,0.67,0.9,0.71,0.77,8.0,26.0,5.0,3.25,1.26,0.94,0.68,0.7,0.85,0.73,0.77,5.0,14.0,5.0,2.8,362.0,3.48,0.92,0.52,0.53,0.9,0.58,0.67,4.0,10.0,3.0,2.5,15.34,0.86,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.55,0.91,0.56,0.6,0.74,0.62,0.66,15.0,58.0,10.0,3.87,1.26,0.93,0.62,0.64,0.87,0.67,0.74,8.0,27.0,6.0,3.38,3.73,0.87,0.12,0.12,1.0,0.14,0.21,1.0,2.0,2.0,2.0,0.11,0.89,0.25,0.26,0.9,0.3,0.4,1.0,3.0,3.0,3.0,0.4,0.89,0.25,0.26,0.9,0.3,0.4,1.0,3.0,3.0,3.0,0.68,0.15,0.38,0.2,0.92,0.18,0.5,0.3,7.0,23.0,6.0,3.29,0.01,0.92,0.54,0.56,0.86,0.6,6.0,24.0,4.0,4.0,,,,,,,,,,,
electricity,45312,9,8,0,19237,0.4245,price_sensitivity,organic,8.0,0.61,0.91,0.82,0.89,0.9,0.89,0.89,0.06,0.79,0.52,0.61,0.84,0.64,0.71,30.0,179.0,6.0,5.97,0.14,0.88,0.76,0.86,0.86,0.86,0.86,1582.0,24773.0,29.0,15.66,30.0,5.18,0.77,0.5,0.59,0.81,0.63,0.69,2.0,6.0,4.0,3.0,8.0,48.93,0.87,0.73,0.81,0.88,0.82,0.84,100.0,484.0,9.0,4.84,33.01,0.85,0.68,0.77,0.86,0.79,0.81,77.0,372.0,8.0,4.83,33.07,0.85,0.68,0.77,0.86,0.79,0.81,77.0,372.0,8.0,4.83,5.13,0.76,0.47,0.56,0.82,0.6,0.67,1.0,2.0,2.0,2.0,114.26,0.77,0.49,0.6,0.8,0.63,0.69,2.0,5.0,4.0,2.5,62.0,18.7,0.77,0.49,0.58,0.83,0.61,0.68,3.0,11.0,7.0,3.67,15.7,0.76,0.47,0.56,0.82,0.6,0.67,1.0,2.0,2.0,2.0,122.0,25.87,0.78,0.51,0.61,0.82,0.64,0.7,3.0,7.0,3.0,2.33,997.56,0.75,0.43,0.48,0.87,0.53,0.62,3.0,4.0,2.0,1.33,75.97,0.77,0.5,0.59,0.82,0.63,0.69,2.0,5.0,3.0,2.5,0.61,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.76,0.47,0.56,0.82,0.6,0.67,1.0,2.0,2.0,2.0,3.53,0.76,0.47,0.56,0.82,0.6,0.67,1.0,2.0,2.0,2.0,949.4,0.76,0.47,0.56,0.82,0.6,0.67,1.0,2.0,2.0,2.0,0.67,0.18,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.77,0.48,0.56,0.83,0.6,7.0,28.0,4.0,4.0,,,,,,,,,,,
bank_marketing,4118,21,10,10,451,0.1095,product_recommendation,organic,20.0,0.11,0.89,0.34,0.39,0.48,0.41,0.43,0.02,0.89,0.29,0.33,0.5,0.36,0.4,27.0,155.0,6.0,5.74,0.02,0.86,0.34,0.42,0.38,0.41,0.4,101.0,1022.0,19.0,10.12,30.0,0.97,0.9,0.39,0.44,0.54,0.46,0.48,2.0,4.0,2.0,2.0,20.0,0.28,0.9,0.42,0.46,0.55,0.48,0.5,6.0,20.0,6.0,3.33,0.14,0.9,0.36,0.39,0.57,0.42,0.47,7.0,26.0,6.0,3.71,0.17,0.9,0.36,0.39,0.57,0.42,0.47,7.0,26.0,6.0,3.71,0.08,0.9,0.3,0.34,0.52,0.37,0.41,2.0,4.0,2.0,2.0,3.35,0.9,0.28,0.31,0.55,0.34,0.4,7.0,18.0,4.0,2.57,60.0,4.2,0.91,0.29,0.32,0.62,0.35,0.42,9.0,24.0,5.0,2.67,1.28,0.9,0.34,0.37,0.56,0.4,0.45,4.0,8.0,3.0,2.0,232.0,2.83,0.91,0.22,0.23,0.7,0.26,0.34,2.0,4.0,2.0,2.0,18.37,0.9,0.15,0.16,0.58,0.19,0.25,1.0,1.0,1.0,1.0,395.11,0.9,0.26,0.29,0.52,0.32,0.37,6.0,20.0,8.0,3.33,1.06,0.89,0.24,0.28,0.44,0.3,0.34,8.0,35.0,6.0,4.38,1.08,0.9,0.27,0.3,0.59,0.33,0.39,1.0,2.0,2.0,2.0,0.23,0.9,0.3,0.34,0.52,0.37,0.41,2.0,4.0,2.0,2.0,3.44,0.9,0.3,0.34,0.52,0.37,0.41,2.0,4.0,2.0,2.0,0.47,0.31,0.89,0.39,0.45,0.5,0.46,0.47,11.0,47.0,6.0,4.27,0.01,0.89,0.4,0.46,0.47,0.46,7.0,28.0,4.0,4.0,,,,,,,,,,,
telco_churn_2,2000,14,9,4,1000,0.5,churn,organic,13.0,0.09,0.72,0.43,0.7,0.73,0.71,0.72,0.01,0.68,0.36,0.56,0.74,0.59,0.64,26.0,152.0,6.0,5.85,0.01,0.65,0.3,0.62,0.67,0.63,0.64,124.0,1266.0,18.0,10.21,30.0,1.38,0.67,0.34,0.56,0.72,0.59,0.63,3.0,9.0,6.0,3.0,13.0,0.25,0.7,0.41,0.67,0.73,0.68,0.7,5.0,13.0,4.0,2.6,0.37,0.69,0.37,0.83,0.65,0.79,0.73,26.0,78.0,5.0,3.0,0.36,0.69,0.37,0.83,0.65,0.79,0.73,26.0,78.0,5.0,3.0,0.04,0.71,0.41,0.74,0.7,0.73,0.72,2.0,4.0,2.0,2.0,4.12,0.67,0.34,0.55,0.74,0.58,0.63,6.0,39.0,10.0,6.5,58.0,4.07,0.67,0.35,0.57,0.72,0.6,0.64,4.0,17.0,7.0,4.25,1.32,0.7,0.4,0.65,0.73,0.66,0.69,4.0,11.0,6.0,2.75,188.0,6.04,0.69,0.38,0.64,0.72,0.66,0.68,2.0,7.0,6.0,3.5,8.81,0.71,0.42,0.61,0.77,0.64,0.68,5.0,13.0,3.0,2.6,589.63,0.71,0.42,0.63,0.76,0.65,0.69,7.0,29.0,9.0,4.14,0.52,0.7,0.4,0.74,0.69,0.73,0.71,9.0,34.0,7.0,3.78,0.37,0.71,0.41,0.73,0.7,0.73,0.72,2.0,4.0,2.0,2.0,0.14,0.71,0.41,0.74,0.7,0.73,0.72,2.0,4.0,2.0,2.0,1.82,0.7,0.41,0.72,0.71,0.72,0.71,2.0,4.0,2.0,2.0,0.66,0.04,0.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.7,0.41,0.57,0.78,0.6,6.0,24.0,4.0,4.0,,,,,,,,,,,
boston,506,14,13,0,209,0.413,price_prediction,organic,13.0,0.05,0.86,0.68,0.71,0.94,0.75,0.81,0.0,0.8,0.58,0.71,0.79,0.73,0.75,13.0,62.0,6.0,4.77,0.0,0.8,0.58,0.71,0.79,0.73,0.75,19.0,109.0,8.0,5.74,22.0,0.81,0.84,0.65,0.73,0.87,0.75,0.79,4.0,11.0,4.0,2.75,13.0,0.02,0.84,0.63,0.65,0.95,0.69,0.77,4.0,9.0,4.0,2.25,0.03,0.82,0.61,0.71,0.83,0.74,0.77,6.0,13.0,3.0,2.17,0.02,0.82,0.61,0.71,0.83,0.74,0.77,6.0,13.0,3.0,2.17,0.02,0.84,0.64,0.7,0.9,0.73,0.79,1.0,2.0,2.0,2.0,1.77,0.84,0.66,0.75,0.85,0.77,0.8,8.0,21.0,4.0,2.62,32.0,2.29,0.83,0.62,0.71,0.85,0.74,0.78,6.0,19.0,4.0,3.17,1.46,0.84,0.65,0.73,0.87,0.75,0.79,4.0,11.0,4.0,2.75,196.0,3.23,0.84,0.64,0.71,0.87,0.74,0.78,8.0,28.0,7.0,3.5,2.37,0.84,0.66,0.76,0.84,0.78,0.8,2.0,2.0,1.0,1.0,3.86,0.8,0.57,0.7,0.8,0.72,0.75,9.0,30.0,5.0,3.33,0.22,0.84,0.64,0.73,0.85,0.75,0.79,13.0,43.0,5.0,3.31,0.11,0.86,0.7,0.79,0.86,0.81,0.83,1.0,2.0,2.0,2.0,0.03,0.84,0.64,0.7,0.9,0.73,0.79,1.0,3.0,3.0,3.0,0.06,0.84,0.64,0.7,0.9,0.73,0.79,1.0,3.0,3.0,3.0,0.76,0.06,0.82,0.63,0.78,0.79,0.78,0.78,8.0,25.0,5.0,3.12,0.0,0.82,0.6,0.71,0.82,0.73,6.0,21.0,4.0,3.5,,,,,,,,,,,
synth_ib_0,100000,4,3,0,50140,0.5014,other,synthetic,3.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.08,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,2.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3252.7,0.99,0.98,1.0,0.98,1.0,0.99,3.0,3.0,1.0,1.0,2.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.99,0.98,1.0,0.99,0.99,0.99,2.0,7.0,6.0,3.5,1.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
synth_ib_1,100000,4,3,0,24904,0.249,other,synthetic,3.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,1.18,0.95,0.81,0.81,1.0,0.84,0.89,1.0,1.0,1.0,1.0,4323.81,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.3,0.95,0.81,0.81,1.0,0.84,0.89,1.0,1.0,1.0,1.0,0.89,0.95,0.93,1.0,0.83,0.96,0.91,1.0,1.0,1.0,1.0,1.77,0.95,0.81,0.81,1.0,0.84,0.89,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
synth_ib_2,100000,4,3,0,12540,0.1254,other,synthetic,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.36,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.65,0.97,0.79,0.79,1.0,0.82,0.88,1.0,1.0,1.0,1.0,4367.5,1.0,0.99,0.99,1.0,0.99,0.99,2.0,2.0,1.0,1.0,1.17,0.97,0.79,0.79,1.0,0.82,0.88,1.0,1.0,1.0,1.0,1.14,0.93,0.91,1.0,0.63,0.89,0.77,1.0,1.0,1.0,1.0,484.69,0.97,0.79,0.79,1.0,0.82,0.88,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
synth_ib_3,100000,4,3,0,6330,0.0633,other,synthetic,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.46,0.97,0.96,1.0,0.64,0.9,0.78,1.0,1.0,1.0,1.0,1124.19,1.0,0.99,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.89,0.97,0.96,1.0,0.64,0.9,0.78,1.0,1.0,1.0,1.0,0.86,0.97,0.96,1.0,0.64,0.9,0.78,1.0,1.0,1.0,1.0,1.77,0.97,0.96,1.0,0.64,0.9,0.78,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
synth_ib_4,100000,4,3,0,3205,0.032,other,synthetic,3.0,0.26,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.51,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,420.53,1.0,0.97,0.97,1.0,0.97,0.98,1.0,1.0,1.0,1.0,0.33,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.93,0.93,1.0,0.32,0.7,0.49,1.0,1.0,1.0,1.0,1.66,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
